_id,recvTime,fiwareServicePath,entityType,entityId,LAeq,LAeq_d,LAeq_den,LAeq_e,LAeq_n,dateObserved
60,2020-12-10T00:00:21.197Z,/sonometros,NoiseLevelObserved,T248670-daily,59.7,61.2,61.9,62.2,50.3,2020-12-09
61,2020-12-11T00:00:23.790Z,/sonometros,NoiseLevelObserved,T248670-daily,59.2,61.0,61.5,58.5,51.8,2020-12-10
62,2020-12-12T00:00:23.347Z,/sonometros,NoiseLevelObserved,T248670-daily,61.4,62.7,64.6,63.7,55.4,2020-12-11
63,2020-12-13T00:00:25.314Z,/sonometros,NoiseLevelObserved,T248670-daily,62.1,63.3,65.1,65.1,55.2,2020-12-12
64,2020-12-14T00:00:27.765Z,/sonometros,NoiseLevelObserved,T248670-daily,58.0,59.6,60.5,58.4,50.9,2020-12-13
65,2020-12-15T00:00:29.450Z,/sonometros,NoiseLevelObserved,T248670-daily,60.2,62.1,62.0,57.8,51.7,2020-12-14
66,2020-12-16T00:00:31.699Z,/sonometros,NoiseLevelObserved,T248670-daily,59.5,61.3,61.6,57.7,51.8,2020-12-15
67,2020-12-17T00:00:34.285Z,/sonometros,NoiseLevelObserved,T248670-daily,59.0,60.8,61.3,58.5,51.4,2020-12-16
68,2020-12-18T00:00:35.624Z,/sonometros,NoiseLevelObserved,T248670-daily,59.6,61.3,62.1,59.7,52.5,2020-12-17
69,2020-12-19T00:00:37.528Z,/sonometros,NoiseLevelObserved,T248670-daily,61.0,62.1,64.1,64.4,54.4,2020-12-18
70,2020-12-20T00:01:39.578Z,/sonometros,NoiseLevelObserved,T248670-daily,61.5,62.6,64.8,65.0,55.3,2020-12-19
71,2020-12-21T00:00:41.838Z,/sonometros,NoiseLevelObserved,T248670-daily,58.2,59.6,60.8,60.6,50.4,2020-12-20
72,2020-12-22T00:00:43.850Z,/sonometros,NoiseLevelObserved,T248670-daily,61.4,63.4,62.8,59.7,50.7,2020-12-21
73,2020-12-23T00:00:45.612Z,/sonometros,NoiseLevelObserved,T248670-daily,60.1,61.8,61.9,60.1,50.7,2020-12-22
74,2020-12-24T00:01:02.553Z,/sonometros,NoiseLevelObserved,T248670-daily,60.5,62.3,62.4,60.8,51.1,2020-12-23
75,2020-12-25T00:00:49.857Z,/sonometros,NoiseLevelObserved,T248670-daily,59.3,61.1,61.6,55.9,52.5,2020-12-24
76,2020-12-26T00:00:51.998Z,/sonometros,NoiseLevelObserved,T248670-daily,56.8,58.4,58.9,58.5,47.3,2020-12-25
77,2020-12-27T00:00:53.681Z,/sonometros,NoiseLevelObserved,T248670-daily,60.3,61.9,62.1,62.2,49.4,2020-12-26
78,2020-12-28T00:00:55.746Z,/sonometros,NoiseLevelObserved,T248670-daily,57.8,58.9,60.0,62.1,45.8,2020-12-27
79,2020-12-29T00:00:49.165Z,/sonometros,NoiseLevelObserved,T248670-daily,59.6,61.6,61.5,59.8,49.7,2020-12-28
80,2020-12-30T00:00:51.219Z,/sonometros,NoiseLevelObserved,T248670-daily,59.6,61.4,61.6,59.7,50.9,2020-12-29
81,2020-12-31T00:00:53.6Z,/sonometros,NoiseLevelObserved,T248670-daily,59.5,61.1,61.6,60.9,50.5,2020-12-30
82,2021-01-01T00:00:55.208Z,/sonometros,NoiseLevelObserved,T248670-daily,61.5,62.7,64.5,64.2,55.0,2020-12-31
83,2021-01-02T00:00:56.991Z,/sonometros,NoiseLevelObserved,T248670-daily,57.1,56.2,62.3,63.5,54.2,2021-01-01
84,2021-01-03T00:00:00.463Z,/sonometros,NoiseLevelObserved,T248670-daily,57.2,58.6,59.9,59.4,49.8,2021-01-02
85,2021-01-04T00:00:02.516Z,/sonometros,NoiseLevelObserved,T248670-daily,57.6,58.5,60.3,62.5,47.6,2021-01-03
86,2021-01-05T00:00:03.889Z,/sonometros,NoiseLevelObserved,T248670-daily,60.3,62.2,61.9,59.0,50.3,2021-01-04
87,2021-01-06T00:00:21.160Z,/sonometros,NoiseLevelObserved,T248670-daily,59.9,61.6,61.7,60.0,50.5,2021-01-05
88,2021-01-07T00:00:07.908Z,/sonometros,NoiseLevelObserved,T248670-daily,61.9,64.0,62.8,59.2,48.6,2021-01-06
89,2021-01-08T00:00:11.401Z,/sonometros,NoiseLevelObserved,T248670-daily,60.2,62.1,62.3,57.4,52.6,2021-01-07
90,2021-01-09T00:00:11.53Z,/sonometros,NoiseLevelObserved,T248670-daily,59.8,61.5,62.1,58.7,52.7,2021-01-08
91,2021-01-10T00:00:14.15Z,/sonometros,NoiseLevelObserved,T248670-daily,57.5,59.1,60.2,57.7,50.9,2021-01-09
92,2021-01-11T00:00:16.559Z,/sonometros,NoiseLevelObserved,T248670-daily,56.2,57.9,58.0,56.7,46.4,2021-01-10
93,2021-01-12T00:00:17.478Z,/sonometros,NoiseLevelObserved,T248670-daily,59.2,61.2,60.7,55.6,49.8,2021-01-11
94,2021-01-13T00:00:19.828Z,/sonometros,NoiseLevelObserved,T248670-daily,59.0,61.0,60.6,55.5,49.9,2021-01-12
95,2021-01-14T00:00:20.370Z,/sonometros,NoiseLevelObserved,T248670-daily,59.5,61.6,60.9,55.6,49.2,2021-01-13
96,2021-01-15T00:00:21.664Z,/sonometros,NoiseLevelObserved,T248670-daily,61.5,63.6,62.6,59.0,49.4,2021-01-14
97,2021-01-16T00:00:23.234Z,/sonometros,NoiseLevelObserved,T248670-daily,63.5,65.6,64.2,57.1,50.4,2021-01-15
98,2021-01-17T00:00:25.456Z,/sonometros,NoiseLevelObserved,T248670-daily,57.8,59.6,59.3,56.9,47.6,2021-01-16
99,2021-01-18T00:00:28.98Z,/sonometros,NoiseLevelObserved,T248670-daily,56.1,57.9,58.3,55.0,48.5,2021-01-17
100,2021-01-19T00:00:29.268Z,/sonometros,NoiseLevelObserved,T248670-daily,60.3,62.3,61.3,56.4,48.8,2021-01-18
101,2021-01-20T00:00:31.121Z,/sonometros,NoiseLevelObserved,T248670-daily,60.0,62.0,61.3,57.0,49.4,2021-01-19
102,2021-01-21T00:00:33.710Z,/sonometros,NoiseLevelObserved,T248670-daily,59.6,61.6,61.4,56.8,51.0,2021-01-20
103,2021-01-22T00:00:35.175Z,/sonometros,NoiseLevelObserved,T248670-daily,58.6,60.5,60.0,57.3,48.0,2021-01-21
104,2021-01-23T00:00:37.217Z,/sonometros,NoiseLevelObserved,T248670-daily,56.6,58.5,58.0,55.9,45.6,2021-01-22
105,2021-01-24T00:00:39.107Z,/sonometros,NoiseLevelObserved,T248670-daily,56.6,58.5,58.4,56.2,46.9,2021-01-23
106,2021-01-25T00:00:41.238Z,/sonometros,NoiseLevelObserved,T248670-daily,57.1,58.9,59.3,55.0,49.8,2021-01-24
107,2021-01-26T00:00:43.414Z,/sonometros,NoiseLevelObserved,T248670-daily,59.8,61.9,60.8,53.9,48.4,2021-01-25
108,2021-01-27T00:00:45.464Z,/sonometros,NoiseLevelObserved,T248670-daily,58.7,60.7,60.0,54.0,48.9,2021-01-26
109,2021-01-28T00:00:47.697Z,/sonometros,NoiseLevelObserved,T248670-daily,59.4,61.4,60.7,55.1,49.3,2021-01-27
110,2021-01-29T00:00:49.927Z,/sonometros,NoiseLevelObserved,T248670-daily,57.9,59.9,59.2,54.7,47.5,2021-01-28
111,2021-01-30T00:00:52.103Z,/sonometros,NoiseLevelObserved,T248670-daily,57.9,59.7,59.9,56.4,49.8,2021-01-29
112,2021-01-31T00:00:54.212Z,/sonometros,NoiseLevelObserved,T248670-daily,56.0,57.8,57.7,55.7,46.1,2021-01-30
113,2021-02-01T00:00:57.209Z,/sonometros,NoiseLevelObserved,T248670-daily,55.6,57.4,57.4,55.2,46.3,2021-01-31
114,2021-02-02T00:00:59.221Z,/sonometros,NoiseLevelObserved,T248670-daily,59.9,62.0,61.2,54.2,49.7,2021-02-01
115,2021-02-03T00:00:02.990Z,/sonometros,NoiseLevelObserved,T248670-daily,57.7,59.6,59.4,55.5,48.8,2021-02-02
116,2021-02-04T00:00:07.557Z,/sonometros,NoiseLevelObserved,T248670-daily,58.7,60.8,60.0,55.6,47.7,2021-02-03
117,2021-02-05T00:00:08.107Z,/sonometros,NoiseLevelObserved,T248670-daily,59.4,61.1,61.5,59.3,51.1,2021-02-04
118,2021-02-06T00:00:23.512Z,/sonometros,NoiseLevelObserved,T248670-daily,58.9,60.6,61.2,57.0,51.9,2021-02-05
119,2021-02-07T00:00:41.521Z,/sonometros,NoiseLevelObserved,T248670-daily,55.9,57.5,58.2,57.0,47.7,2021-02-06
120,2021-02-08T00:00:12.645Z,/sonometros,NoiseLevelObserved,T248670-daily,56.1,57.9,58.0,54.8,47.7,2021-02-07
121,2021-02-09T00:00:15.444Z,/sonometros,NoiseLevelObserved,T248670-daily,60.8,62.9,61.7,55.8,48.8,2021-02-08
122,2021-02-10T00:00:16.545Z,/sonometros,NoiseLevelObserved,T248670-daily,58.0,60.0,59.6,55.5,48.3,2021-02-09
123,2021-02-11T00:00:20.683Z,/sonometros,NoiseLevelObserved,T248670-daily,57.9,59.4,60.6,59.0,51.2,2021-02-10
124,2021-02-12T00:00:21.140Z,/sonometros,NoiseLevelObserved,T248670-daily,58.0,59.7,60.5,56.2,51.5,2021-02-11
125,2021-02-13T00:00:22.503Z,/sonometros,NoiseLevelObserved,T248670-daily,58.3,60.0,60.6,58.4,50.6,2021-02-12
126,2021-02-14T00:00:24.149Z,/sonometros,NoiseLevelObserved,T248670-daily,56.5,57.9,58.9,58.4,48.4,2021-02-13
127,2021-02-15T00:00:26.139Z,/sonometros,NoiseLevelObserved,T248670-daily,56.6,58.0,59.9,56.9,51.5,2021-02-14
128,2021-02-16T00:00:29.80Z,/sonometros,NoiseLevelObserved,T248670-daily,60.0,62.0,61.5,54.3,51.1,2021-02-15
129,2021-02-17T00:00:30.662Z,/sonometros,NoiseLevelObserved,T248670-daily,60.9,63.0,62.0,56.4,49.6,2021-02-16
130,2021-03-04T09:08:27.264Z,/sonometros,NoiseLevelObserved,T248670-daily,60.7,62.6,62.7,57.6,52.8,2021-03-03
131,2021-03-05T00:00:36.169Z,/sonometros,NoiseLevelObserved,T248670-daily,60.3,62.4,61.5,57.5,48.6,2021-03-04
132,2021-03-06T00:00:07.501Z,/sonometros,NoiseLevelObserved,T248670-daily,59.4,61.3,61.4,58.5,50.8,2021-03-05
133,2021-03-07T00:00:40.477Z,/sonometros,NoiseLevelObserved,T248670-daily,60.9,62.8,62.6,57.1,52.3,2021-03-06
134,2021-03-08T00:00:12.9Z,/sonometros,NoiseLevelObserved,T248670-daily,57.9,59.7,59.8,57.3,49.0,2021-03-07
135,2021-03-09T00:00:20.223Z,/sonometros,NoiseLevelObserved,T248670-daily,59.5,61.5,61.3,56.3,51.0,2021-03-08
136,2021-03-10T00:00:15.630Z,/sonometros,NoiseLevelObserved,T248670-daily,59.1,61.1,60.6,56.3,49.2,2021-03-09
137,2021-03-11T00:00:20.83Z,/sonometros,NoiseLevelObserved,T248670-daily,60.3,62.3,61.7,56.6,50.5,2021-03-10
138,2021-03-12T00:00:19.291Z,/sonometros,NoiseLevelObserved,T248670-daily,58.5,60.4,60.2,57.6,48.9,2021-03-11
139,2021-03-13T00:00:20.271Z,/sonometros,NoiseLevelObserved,T248670-daily,59.9,61.8,61.5,59.2,49.7,2021-03-12
140,2021-03-14T00:00:22.446Z,/sonometros,NoiseLevelObserved,T248670-daily,60.0,62.0,61.6,57.7,50.3,2021-03-13
141,2021-03-15T00:01:25.285Z,/sonometros,NoiseLevelObserved,T248670-daily,62.3,64.5,62.9,58.1,46.5,2021-03-14
142,2021-03-16T00:00:26.658Z,/sonometros,NoiseLevelObserved,T248670-daily,60.2,62.2,61.6,57.6,49.9,2021-03-15
143,2021-03-17T00:00:31.16Z,/sonometros,NoiseLevelObserved,T248670-daily,59.1,61.0,60.7,57.4,49.3,2021-03-16
144,2021-03-18T00:00:31.793Z,/sonometros,NoiseLevelObserved,T248670-daily,61.8,63.9,62.8,58.5,49.5,2021-03-17
145,2021-03-19T00:00:32.823Z,/sonometros,NoiseLevelObserved,T248670-daily,59.9,61.8,61.7,57.8,51.1,2021-03-18
146,2021-03-20T00:00:34.987Z,/sonometros,NoiseLevelObserved,T248670-daily,65.4,67.7,65.8,58.3,47.3,2021-03-19
147,2021-03-21T00:00:36.982Z,/sonometros,NoiseLevelObserved,T248670-daily,58.6,60.5,60.1,57.7,48.3,2021-03-20
148,2021-03-22T00:41:23.237Z,/sonometros,NoiseLevelObserved,T248670-daily,57.8,59.7,59.2,56.4,47.3,2021-03-21
149,2021-03-23T00:00:42.146Z,/sonometros,NoiseLevelObserved,T248670-daily,59.9,61.9,61.4,58.6,49.5,2021-03-22
150,2021-03-24T00:00:44.409Z,/sonometros,NoiseLevelObserved,T248670-daily,59.5,61.4,61.6,57.3,51.8,2021-03-23
151,2021-03-25T00:00:46.363Z,/sonometros,NoiseLevelObserved,T248670-daily,59.0,60.7,61.2,58.9,51.1,2021-03-24
152,2021-03-26T00:00:48.408Z,/sonometros,NoiseLevelObserved,T248670-daily,60.0,61.9,61.9,58.1,51.5,2021-03-25
153,2021-03-27T00:00:50.84Z,/sonometros,NoiseLevelObserved,T248670-daily,60.3,62.1,62.1,59.9,50.8,2021-03-26
154,2021-03-28T00:00:53.312Z,/sonometros,NoiseLevelObserved,T248670-daily,60.2,62.2,61.7,59.2,49.2,2021-03-27
155,2021-03-29T00:00:55.1Z,/sonometros,NoiseLevelObserved,T248670-daily,59.4,61.1,60.8,58.5,48.6,2021-03-28
156,2021-03-30T00:00:57.90Z,/sonometros,NoiseLevelObserved,T248670-daily,60.2,62.1,61.8,59.7,49.8,2021-03-29
157,2021-03-31T00:00:59.124Z,/sonometros,NoiseLevelObserved,T248670-daily,59.1,60.9,60.9,58.1,50.1,2021-03-30
158,2021-04-01T00:00:35.866Z,/sonometros,NoiseLevelObserved,T248670-daily,59.4,61.1,61.2,59.4,49.9,2021-03-31
159,2021-04-02T00:00:12.494Z,/sonometros,NoiseLevelObserved,T248670-daily,60.4,62.4,61.6,58.8,48.7,2021-04-01
160,2021-04-03T00:00:09.125Z,/sonometros,NoiseLevelObserved,T248670-daily,58.7,60.6,60.3,57.2,49.0,2021-04-02
161,2021-04-04T00:00:12.510Z,/sonometros,NoiseLevelObserved,T248670-daily,59.2,61.1,60.4,57.9,47.4,2021-04-03
162,2021-04-05T00:00:28.474Z,/sonometros,NoiseLevelObserved,T248670-daily,56.8,58.6,58.8,57.5,47.5,2021-04-04
163,2021-04-06T00:00:18.716Z,/sonometros,NoiseLevelObserved,T248670-daily,57.9,59.9,59.3,56.3,47.0,2021-04-05
164,2021-04-07T00:00:17.971Z,/sonometros,NoiseLevelObserved,T248670-daily,58.2,60.1,60.0,58.1,48.5,2021-04-06
165,2021-04-08T00:00:26.561Z,/sonometros,NoiseLevelObserved,T248670-daily,59.3,61.2,60.8,57.9,49.3,2021-04-07
166,2021-04-09T00:00:20.321Z,/sonometros,NoiseLevelObserved,T248670-daily,59.2,61.1,60.8,58.7,48.7,2021-04-08
167,2021-04-10T00:01:23.875Z,/sonometros,NoiseLevelObserved,T248670-daily,59.8,61.6,61.6,59.0,50.7,2021-04-09
168,2021-04-11T00:01:23.740Z,/sonometros,NoiseLevelObserved,T248670-daily,58.4,60.3,60.1,56.5,49.1,2021-04-10
169,2021-04-12T00:00:25.872Z,/sonometros,NoiseLevelObserved,T248670-daily,57.4,59.1,59.4,58.0,48.4,2021-04-11
170,2021-04-13T00:00:28.902Z,/sonometros,NoiseLevelObserved,T248670-daily,57.3,59.2,59.1,57.3,47.4,2021-04-12
171,2021-04-14T00:00:31.422Z,/sonometros,NoiseLevelObserved,T248670-daily,59.8,61.7,61.2,57.8,49.3,2021-04-13
172,2021-04-15T00:00:32.983Z,/sonometros,NoiseLevelObserved,T248670-daily,58.9,60.8,60.8,56.9,50.6,2021-04-14
173,2021-04-16T00:00:34.319Z,/sonometros,NoiseLevelObserved,T248670-daily,59.2,61.1,60.7,58.2,48.7,2021-04-15
174,2021-04-17T00:00:36.480Z,/sonometros,NoiseLevelObserved,T248670-daily,59.6,61.3,61.3,59.6,49.9,2021-04-16
175,2021-04-18T00:00:38.910Z,/sonometros,NoiseLevelObserved,T248670-daily,58.9,60.8,60.6,58.9,48.8,2021-04-17
176,2021-04-19T00:00:41.936Z,/sonometros,NoiseLevelObserved,T248670-daily,57.6,59.3,59.3,59.2,46.1,2021-04-18
177,2021-04-20T00:00:44.458Z,/sonometros,NoiseLevelObserved,T248670-daily,60.0,62.1,61.2,56.6,48.9,2021-04-19
178,2021-04-21T00:00:45.804Z,/sonometros,NoiseLevelObserved,T248670-daily,59.4,61.3,61.1,57.2,50.3,2021-04-20
179,2021-04-22T00:00:47.900Z,/sonometros,NoiseLevelObserved,T248670-daily,58.8,60.7,60.6,57.8,49.5,2021-04-21
180,2021-04-23T00:00:49.55Z,/sonometros,NoiseLevelObserved,T248670-daily,59.5,61.2,62.3,58.4,53.5,2021-04-22
181,2021-04-24T00:00:51.426Z,/sonometros,NoiseLevelObserved,T248670-daily,61.1,63.0,62.4,59.9,50.0,2021-04-23
182,2021-04-25T00:00:53.186Z,/sonometros,NoiseLevelObserved,T248670-daily,60.7,62.7,62.0,59.0,49.5,2021-04-24
183,2021-04-26T00:00:55.773Z,/sonometros,NoiseLevelObserved,T248670-daily,58.6,60.4,60.6,57.7,50.1,2021-04-25
184,2021-04-27T00:00:17.701Z,/sonometros,NoiseLevelObserved,T248670-daily,60.4,62.0,63.3,59.1,54.7,2021-04-26
185,2021-04-28T00:00:03.598Z,/sonometros,NoiseLevelObserved,T248670-daily,59.5,61.2,61.4,60.2,50.1,2021-04-27
186,2021-04-29T00:00:04.567Z,/sonometros,NoiseLevelObserved,T248670-daily,59.7,61.4,61.8,60.0,51.2,2021-04-28
187,2021-04-30T00:00:07.326Z,/sonometros,NoiseLevelObserved,T248670-daily,60.0,61.7,62.1,61.0,50.9,2021-04-29
188,2021-05-01T00:00:23.738Z,/sonometros,NoiseLevelObserved,T248670-daily,61.4,63.1,63.2,62.7,50.6,2021-04-30
189,2021-05-02T00:00:21.173Z,/sonometros,NoiseLevelObserved,T248670-daily,61.9,63.6,63.4,63.4,49.5,2021-05-01
190,2021-05-03T02:58:13.815Z,/sonometros,NoiseLevelObserved,T248670-daily,59.1,60.9,60.8,59.5,48.6,2021-05-02
191,2021-05-04T00:00:22.96Z,/sonometros,NoiseLevelObserved,T248670-daily,62.7,64.8,63.5,59.5,49.0,2021-05-03
192,2021-05-05T00:01:17.933Z,/sonometros,NoiseLevelObserved,T248670-daily,59.2,60.9,61.1,59.9,49.8,2021-05-04
193,2021-05-06T00:00:20.303Z,/sonometros,NoiseLevelObserved,T248670-daily,61.1,62.6,63.0,63.5,50.2,2021-05-05
194,2021-05-07T00:00:21.799Z,/sonometros,NoiseLevelObserved,T248670-daily,60.5,62.3,62.4,61.0,50.9,2021-05-06
195,2021-05-08T00:00:23.922Z,/sonometros,NoiseLevelObserved,T248670-daily,62.1,63.2,64.4,66.5,50.3,2021-05-07
196,2021-05-09T00:00:25.261Z,/sonometros,NoiseLevelObserved,T248670-daily,62.3,64.0,64.0,64.2,50.0,2021-05-08
197,2021-05-10T00:00:28.16Z,/sonometros,NoiseLevelObserved,T248670-daily,59.7,61.5,61.5,59.7,50.2,2021-05-09
198,2021-05-11T00:00:29.508Z,/sonometros,NoiseLevelObserved,T248670-daily,61.5,63.5,62.8,59.2,50.8,2021-05-10
199,2021-05-12T00:00:31.791Z,/sonometros,NoiseLevelObserved,T248670-daily,61.1,63.0,62.7,59.3,51.6,2021-05-11
